year,municipality,barcelona neighbourhoods,concept,status,value
2019,Barcelona,la Font d'en Fargues,young population without post-compulsory education (%),,12.2
2019,Barcelona,la Font d'en Fargues,foreign population from low or middle income countries (%),,4.3
2019,Barcelona,la Font d'en Fargues,average income per person (€),,18585
2019,Barcelona,el Carmel,employed population (%),,66.5
2019,Barcelona,el Carmel,low-skilled workers (%),,13.5
2019,Barcelona,el Carmel,population with low studies (%),,20.5
2019,Barcelona,el Carmel,young population without post-compulsory education (%),,28.6
2019,Barcelona,el Carmel,foreign population from low or middle income countries (%),,13.7
2019,Barcelona,el Carmel,average income per person (€),,11865
2019,Barcelona,la Teixonera,employed population (%),,67.7
2019,Barcelona,la Teixonera,low-skilled workers (%),,10.6
2019,Barcelona,la Teixonera,population with low studies (%),,18
2019,Barcelona,la Teixonera,young population without post-compulsory education (%),,22.2
2019,Barcelona,la Teixonera,foreign population from low or middle income countries (%),,12.4
2019,Barcelona,la Teixonera,average income per person (€),,12879
2019,Barcelona,Sant Genís dels Agudells,employed population (%),,67.3
2019,Barcelona,Sant Genís dels Agudells,low-skilled workers (%),,9.5
2019,Barcelona,Sant Genís dels Agudells,population with low studies (%),,18.9
2019,Barcelona,Sant Genís dels Agudells,young population without post-compulsory education (%),,22.5
2019,Barcelona,Sant Genís dels Agudells,foreign population from low or middle income countries (%),,13.6
2019,Barcelona,Sant Genís dels Agudells,average income per person (€),,13641
2019,Barcelona,Montbau,employed population (%),,68.4
2019,Barcelona,Montbau,low-skilled workers (%),,5.6
2019,Barcelona,Montbau,population with low studies (%),,17.8
2019,Barcelona,Montbau,young population without post-compulsory education (%),,14.9
2019,Barcelona,Montbau,foreign population from low or middle income countries (%),,9.9
2019,Barcelona,Montbau,average income per person (€),,15030
2019,Barcelona,la Vall d'Hebron,employed population (%),,70.6
2019,Barcelona,la Vall d'Hebron,low-skilled workers (%),,4.5
2019,Barcelona,la Vall d'Hebron,population with low studies (%),,13.2
2019,Barcelona,la Vall d'Hebron,young population without post-compulsory education (%),,14
2019,Barcelona,la Vall d'Hebron,foreign population from low or middle income countries (%),,6.8
2019,Barcelona,la Vall d'Hebron,average income per person (€),,17526
2019,Barcelona,la Clota,employed population (%),,70.1
2019,Barcelona,la Clota,low-skilled workers (%),,8
2019,Barcelona,la Clota,population with low studies (%),,14
2019,Barcelona,la Clota,young population without post-compulsory education (%),,28.7
2019,Barcelona,la Clota,foreign population from low or middle income countries (%),,11.7
2019,Barcelona,la Clota,average income per person (€),,14228
2019,Barcelona,Horta,employed population (%),,66.7
2019,Barcelona,Horta,low-skilled workers (%),,8.3
2019,Barcelona,Horta,population with low studies (%),,16.8
2019,Barcelona,Horta,young population without post-compulsory education (%),,19.1
2019,Barcelona,Horta,foreign population from low or middle income countries (%),,11
2019,Barcelona,Horta,average income per person (€),,15432
2019,Barcelona,Vilapicina i la Torre Llobeta,employed population (%),,68
2019,Barcelona,Vilapicina i la Torre Llobeta,low-skilled workers (%),,9
2019,Barcelona,Vilapicina i la Torre Llobeta,population with low studies (%),,15.8
2019,Barcelona,Vilapicina i la Torre Llobeta,young population without post-compulsory education (%),,20.5
2019,Barcelona,Vilapicina i la Torre Llobeta,foreign population from low or middle income countries (%),,12.8
2019,Barcelona,Vilapicina i la Torre Llobeta,average income per person (€),,14772
2019,Barcelona,Porta,employed population (%),,62.9
2019,Barcelona,Porta,low-skilled workers (%),,11.6
2019,Barcelona,Porta,population with low studies (%),,19.8
2019,Barcelona,Porta,young population without post-compulsory education (%),,27.9
2019,Barcelona,Porta,foreign population from low or middle income countries (%),,17.9
2019,Barcelona,Porta,average income per person (€),,13194
2019,Barcelona,el Turó de la Peira,employed population (%),,64
2019,Barcelona,el Turó de la Peira,low-skilled workers (%),,16.8
2019,Barcelona,el Turó de la Peira,population with low studies (%),,20.9
2019,Barcelona,el Turó de la Peira,young population without post-compulsory education (%),,31.2
2019,Barcelona,el Turó de la Peira,foreign population from low or middle income countries (%),,21.2
2019,Barcelona,el Turó de la Peira,average income per person (€),,11057
2019,Barcelona,Can Peguera,employed population (%),,53.3
2019,Barcelona,Can Peguera,low-skilled workers (%),,19.2
2019,Barcelona,Can Peguera,population with low studies (%),,20.1
2019,Barcelona,Can Peguera,young population without post-compulsory education (%),,44.2
2019,Barcelona,Can Peguera,foreign population from low or middle income countries (%),,8.8
2019,Barcelona,Can Peguera,average income per person (€),,10403
2019,Barcelona,la Guineueta,employed population (%),,68.4
2019,Barcelona,la Guineueta,low-skilled workers (%),,9
2019,Barcelona,la Guineueta,population with low studies (%),,18.8
2019,Barcelona,la Guineueta,young population without post-compulsory education (%),,21.3
2019,Barcelona,la Guineueta,foreign population from low or middle income countries (%),,8.2
2019,Barcelona,la Guineueta,average income per person (€),,14829
2019,Barcelona,Canyelles,employed population (%),,65.5
2019,Barcelona,Canyelles,low-skilled workers (%),,14.1
2019,Barcelona,Canyelles,population with low studies (%),,20.6
2019,Barcelona,Canyelles,young population without post-compulsory education (%),,27.1
2019,Barcelona,Canyelles,foreign population from low or middle income countries (%),,5.1
2019,Barcelona,Canyelles,average income per person (€),,13963
2019,Barcelona,les Roquetes,employed population (%),,60.6
2019,Barcelona,les Roquetes,low-skilled workers (%),,22.2
2019,Barcelona,les Roquetes,population with low studies (%),,21.4
2019,Barcelona,les Roquetes,young population without post-compulsory education (%),,42.4
2019,Barcelona,les Roquetes,foreign population from low or middle income countries (%),,21.5
2019,Barcelona,les Roquetes,average income per person (€),,10132
2019,Barcelona,Verdun,employed population (%),,62.8
2019,Barcelona,Verdun,low-skilled workers (%),,17
2019,Barcelona,Verdun,population with low studies (%),,21.4
2019,Barcelona,Verdun,young population without post-compulsory education (%),,35.8
2019,Barcelona,Verdun,foreign population from low or middle income countries (%),,19.7
2019,Barcelona,Verdun,average income per person (€),,10920
2019,Barcelona,la Prosperitat,employed population (%),,66.7
2019,Barcelona,la Prosperitat,low-skilled workers (%),,14.2
2019,Barcelona,la Prosperitat,population with low studies (%),,21.3
2019,Barcelona,la Prosperitat,young population without post-compulsory education (%),,29.8
2019,Barcelona,la Prosperitat,foreign population from low or middle income countries (%),,14.9
2019,Barcelona,la Prosperitat,average income per person (€),,12208
2019,Barcelona,la Trinitat Nova,employed population (%),,57.9
2019,Barcelona,la Trinitat Nova,low-skilled workers (%),,21
2019,Barcelona,la Trinitat Nova,population with low studies (%),,19.6
2019,Barcelona,la Trinitat Nova,young population without post-compulsory education (%),,47.1
2019,Barcelona,la Trinitat Nova,foreign population from low or middle income countries (%),,21.5
2019,Barcelona,la Trinitat Nova,average income per person (€),,9629
2019,Barcelona,Torre Baró,employed population (%),,54.6
2019,Barcelona,Torre Baró,low-skilled workers (%),,23
2019,Barcelona,Torre Baró,population with low studies (%),,18.3
2019,Barcelona,Torre Baró,young population without post-compulsory education (%),,50
2019,Barcelona,Torre Baró,foreign population from low or middle income countries (%),,16
2019,Barcelona,Torre Baró,average income per person (€),,9078
2019,Barcelona,Ciutat Meridiana,employed population (%),,55.9
2019,Barcelona,Ciutat Meridiana,low-skilled workers (%),,25.7
2019,Barcelona,Ciutat Meridiana,population with low studies (%),,23.1
2019,Barcelona,Ciutat Meridiana,young population without post-compulsory education (%),,48.8
2019,Barcelona,Ciutat Meridiana,foreign population from low or middle income countries (%),,30.2
2019,Barcelona,Ciutat Meridiana,average income per person (€),,8492
2019,Barcelona,Vallbona,employed population (%),,56.4
2019,Barcelona,Vallbona,low-skilled workers (%),,20.8
2019,Barcelona,Vallbona,population with low studies (%),,23
2019,Barcelona,Vallbona,young population without post-compulsory education (%),,53.9
2019,Barcelona,Vallbona,foreign population from low or middle income countries (%),,12.7
2019,Barcelona,Vallbona,average income per person (€),,9521
2019,Barcelona,la Trinitat Vella,employed population (%),,58.7
2019,Barcelona,la Trinitat Vella,low-skilled workers (%),,22.1
2019,Barcelona,la Trinitat Vella,population with low studies (%),,21.1
2019,Barcelona,la Trinitat Vella,young population without post-compulsory education (%),,44
2019,Barcelona,la Trinitat Vella,foreign population from low or middle income countries (%),,29
2019,Barcelona,la Trinitat Vella,average income per person (€),,9412
2019,Barcelona,Baró de Viver,employed population (%),,55
2019,Barcelona,Baró de Viver,low-skilled workers (%),,22
2019,Barcelona,Baró de Viver,population with low studies (%),,20.3
2019,Barcelona,Baró de Viver,young population without post-compulsory education (%),,49.4
2019,Barcelona,Baró de Viver,foreign population from low or middle income countries (%),,12.9
2019,Barcelona,Baró de Viver,average income per person (€),,9394
2019,Barcelona,el Bon Pastor,employed population (%),,61.9
2019,Barcelona,el Bon Pastor,low-skilled workers (%),,15.4
2019,Barcelona,el Bon Pastor,population with low studies (%),,19.1
2019,Barcelona,el Bon Pastor,young population without post-compulsory education (%),,40.1
2019,Barcelona,el Bon Pastor,foreign population from low or middle income countries (%),,15.7
2019,Barcelona,el Bon Pastor,average income per person (€),,12009
2019,Barcelona,Sant Andreu,employed population (%),,70.8
2019,Barcelona,Sant Andreu,low-skilled workers (%),,6.3
2019,Barcelona,Sant Andreu,population with low studies (%),,13.4
2019,Barcelona,Sant Andreu,young population without post-compulsory education (%),,16.2
2019,Barcelona,Sant Andreu,foreign population from low or middle income countries (%),,6.4
2019,Barcelona,Sant Andreu,average income per person (€),,16147
2019,Barcelona,la Sagrera,employed population (%),,68.3
2019,Barcelona,la Sagrera,low-skilled workers (%),,8.3
2019,Barcelona,la Sagrera,population with low studies (%),,13.9
2019,Barcelona,la Sagrera,young population without post-compulsory education (%),,17.1
2019,Barcelona,la Sagrera,foreign population from low or middle income countries (%),,11.3
2019,Barcelona,la Sagrera,average income per person (€),,15056
2019,Barcelona,el Congrés i els Indians,employed population (%),,69.1
2019,Barcelona,el Congrés i els Indians,low-skilled workers (%),,8.1
2019,Barcelona,el Congrés i els Indians,population with low studies (%),,14.3
2019,Barcelona,el Congrés i els Indians,young population without post-compulsory education (%),,18.5
2019,Barcelona,el Congrés i els Indians,foreign population from low or middle income countries (%),,12.2
2019,Barcelona,el Congrés i els Indians,average income per person (€),,15104
2019,Barcelona,Navas,employed population (%),,68.9
2019,Barcelona,Navas,low-skilled workers (%),,7.7
2019,Barcelona,Navas,population with low studies (%),,13.1
2019,Barcelona,Navas,young population without post-compulsory education (%),,16.2
2019,Barcelona,Navas,foreign population from low or middle income countries (%),,11.9
2019,Barcelona,Navas,average income per person (€),,15426
2019,Barcelona,el Camp de l'Arpa del Clot,employed population (%),,67.8
2019,Barcelona,el Camp de l'Arpa del Clot,low-skilled workers (%),,6.4
2019,Barcelona,el Camp de l'Arpa del Clot,population with low studies (%),,12.1
2019,Barcelona,el Camp de l'Arpa del Clot,young population without post-compulsory education (%),,14.6
2019,Barcelona,el Camp de l'Arpa del Clot,foreign population from low or middle income countries (%),,12.5
2019,Barcelona,el Camp de l'Arpa del Clot,average income per person (€),,15783
2019,Barcelona,el Clot,employed population (%),,67.8
2019,Barcelona,el Clot,low-skilled workers (%),,6.9
2019,Barcelona,el Clot,population with low studies (%),,11.7
2019,Barcelona,el Clot,young population without post-compulsory education (%),,16
2019,Barcelona,el Clot,foreign population from low or middle income countries (%),,10.7
2019,Barcelona,el Clot,average income per person (€),,15552
2019,Barcelona,el Parc i la Llacuna del Poblenou,employed population (%),,65.4
2019,Barcelona,el Parc i la Llacuna del Poblenou,low-skilled workers (%),,5
2019,Barcelona,el Parc i la Llacuna del Poblenou,population with low studies (%),,11.1
2019,Barcelona,el Parc i la Llacuna del Poblenou,young population without post-compulsory education (%),,14.1
2019,Barcelona,el Parc i la Llacuna del Poblenou,foreign population from low or middle income countries (%),,12.4
2019,Barcelona,el Parc i la Llacuna del Poblenou,average income per person (€),,16260
2019,Barcelona,la Vila Olímpica del Poblenou,employed population (%),,65.5
2019,Barcelona,la Vila Olímpica del Poblenou,low-skilled workers (%),,1.9
2019,Barcelona,la Vila Olímpica del Poblenou,population with low studies (%),,4.5
2019,Barcelona,la Vila Olímpica del Poblenou,young population without post-compulsory education (%),,6.7
2019,Barcelona,la Vila Olímpica del Poblenou,foreign population from low or middle income countries (%),,6.5
2019,Barcelona,la Vila Olímpica del Poblenou,average income per person (€),,23564
2019,Barcelona,el Poblenou,employed population (%),,69.8
2019,Barcelona,el Poblenou,low-skilled workers (%),,4.7
2019,Barcelona,el Poblenou,population with low studies (%),,11.5
2019,Barcelona,el Poblenou,young population without post-compulsory education (%),,14.7
2019,Barcelona,el Poblenou,foreign population from low or middle income countries (%),,9.3
2019,Barcelona,el Poblenou,average income per person (€),,16761
2019,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,employed population (%),,68.3
2019,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,low-skilled workers (%),,3.5
2019,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,population with low studies (%),,10.7
2019,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,young population without post-compulsory education (%),,13.9
2019,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,foreign population from low or middle income countries (%),,10.6
2019,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,average income per person (€),,18982
2019,Barcelona,el Besòs i el Maresme,employed population (%),,55
2019,Barcelona,el Besòs i el Maresme,low-skilled workers (%),,17.5
2019,Barcelona,el Besòs i el Maresme,population with low studies (%),,22.5
2019,Barcelona,el Besòs i el Maresme,young population without post-compulsory education (%),,42.3
2019,Barcelona,el Besòs i el Maresme,foreign population from low or middle income countries (%),,28.8
2019,Barcelona,el Besòs i el Maresme,average income per person (€),,10318
2019,Barcelona,Provençals del Poblenou,employed population (%),,68.4
2019,Barcelona,Provençals del Poblenou,low-skilled workers (%),,7.5
2019,Barcelona,Provençals del Poblenou,population with low studies (%),,13.6
2019,Barcelona,Provençals del Poblenou,young population without post-compulsory education (%),,19.7
2019,Barcelona,Provençals del Poblenou,foreign population from low or middle income countries (%),,10.8
2019,Barcelona,Provençals del Poblenou,average income per person (€),,14906
2019,Barcelona,Sant Martí de Provençals,employed population (%),,67
2019,Barcelona,Sant Martí de Provençals,low-skilled workers (%),,8.4
2019,Barcelona,Sant Martí de Provençals,population with low studies (%),,17.6
2019,Barcelona,Sant Martí de Provençals,young population without post-compulsory education (%),,21.3
2019,Barcelona,Sant Martí de Provençals,foreign population from low or middle income countries (%),,10.7
2019,Barcelona,Sant Martí de Provençals,average income per person (€),,14360
2019,Barcelona,la Verneda i la Pau,employed population (%),,64.8
2019,Barcelona,la Verneda i la Pau,low-skilled workers (%),,11.6
2019,Barcelona,la Verneda i la Pau,population with low studies (%),,20.2
2019,Barcelona,la Verneda i la Pau,young population without post-compulsory education (%),,27.2
2019,Barcelona,la Verneda i la Pau,foreign population from low or middle income countries (%),,11.6
2019,Barcelona,la Verneda i la Pau,average income per person (€),,13037
2019,Barcelona,total,employed population (%),,65.4
2019,Barcelona,total,low-skilled workers (%),,7.7
2019,Barcelona,total,population with low studies (%),,12.8
2019,Barcelona,total,young population without post-compulsory education (%),,17.9
2019,Barcelona,total,foreign population from low or middle income countries (%),,13.2
2019,Barcelona,total,average income per person (€),,16894
2020,Barcelona,el Raval,employed population (%),,52.9
2020,Barcelona,el Raval,low-skilled workers (%),,13.4
2020,Barcelona,el Raval,population with low studies (%),,15.8
2020,Barcelona,el Raval,young population without post-compulsory education (%),,30.4
2020,Barcelona,el Raval,foreign population from low or middle income countries (%),,40.5
2020,Barcelona,el Raval,average income per person (€),,9324
2020,Barcelona,el Barri Gòtic,employed population (%),,40.7
2020,Barcelona,el Barri Gòtic,low-skilled workers (%),,10.2
2020,Barcelona,el Barri Gòtic,population with low studies (%),,18
2020,Barcelona,el Barri Gòtic,young population without post-compulsory education (%),,34.6
2020,Barcelona,el Barri Gòtic,foreign population from low or middle income countries (%),,42
2020,Barcelona,el Barri Gòtic,average income per person (€),,12896
2020,Barcelona,la Barceloneta,employed population (%),,55.4
2020,Barcelona,la Barceloneta,low-skilled workers (%),,9.3
2020,Barcelona,la Barceloneta,population with low studies (%),,14.2
2020,Barcelona,la Barceloneta,young population without post-compulsory education (%),,17.2
2020,Barcelona,la Barceloneta,foreign population from low or middle income countries (%),,19.8
2020,Barcelona,la Barceloneta,average income per person (€),,12297
2020,Barcelona,"Sant Pere, Santa Caterina i la Ribera",employed population (%),,54.8
2020,Barcelona,"Sant Pere, Santa Caterina i la Ribera",low-skilled workers (%),,7.3
2020,Barcelona,"Sant Pere, Santa Caterina i la Ribera",population with low studies (%),,9.9
2020,Barcelona,"Sant Pere, Santa Caterina i la Ribera",young population without post-compulsory education (%),,13.6
2020,Barcelona,"Sant Pere, Santa Caterina i la Ribera",foreign population from low or middle income countries (%),,21.6
2020,Barcelona,"Sant Pere, Santa Caterina i la Ribera",average income per person (€),,13480
2020,Barcelona,el Fort Pienc,employed population (%),,61
2020,Barcelona,el Fort Pienc,low-skilled workers (%),,4.9
2020,Barcelona,el Fort Pienc,population with low studies (%),,8.9
2020,Barcelona,el Fort Pienc,young population without post-compulsory education (%),,11.2
2020,Barcelona,el Fort Pienc,foreign population from low or middle income countries (%),,16.9
2020,Barcelona,el Fort Pienc,average income per person (€),,17368
2020,Barcelona,la Sagrada Família,employed population (%),,63.6
2020,Barcelona,la Sagrada Família,low-skilled workers (%),,5.2
2020,Barcelona,la Sagrada Família,population with low studies (%),,9.9
2020,Barcelona,la Sagrada Família,young population without post-compulsory education (%),,10.3
2020,Barcelona,la Sagrada Família,foreign population from low or middle income countries (%),,14.9
2020,Barcelona,la Sagrada Família,average income per person (€),,17017
2020,Barcelona,la Dreta de l'Eixample,employed population (%),,61.5
2020,Barcelona,la Dreta de l'Eixample,low-skilled workers (%),,2.7
2020,Barcelona,la Dreta de l'Eixample,population with low studies (%),,6.2
2020,Barcelona,la Dreta de l'Eixample,young population without post-compulsory education (%),,7.6
2020,Barcelona,la Dreta de l'Eixample,foreign population from low or middle income countries (%),,10.9
2020,Barcelona,la Dreta de l'Eixample,average income per person (€),,21540
2020,Barcelona,l'Antiga Esquerra de l'Eixample,employed population (%),,61.2
2020,Barcelona,l'Antiga Esquerra de l'Eixample,low-skilled workers (%),,3.6
2020,Barcelona,l'Antiga Esquerra de l'Eixample,population with low studies (%),,6.6
2020,Barcelona,l'Antiga Esquerra de l'Eixample,young population without post-compulsory education (%),,7.9
2020,Barcelona,l'Antiga Esquerra de l'Eixample,foreign population from low or middle income countries (%),,14
2020,Barcelona,l'Antiga Esquerra de l'Eixample,average income per person (€),,20484
2020,Barcelona,la Nova Esquerra de l'Eixample,employed population (%),,63.6
2020,Barcelona,la Nova Esquerra de l'Eixample,low-skilled workers (%),,4.4
2020,Barcelona,la Nova Esquerra de l'Eixample,population with low studies (%),,7.7
2020,Barcelona,la Nova Esquerra de l'Eixample,young population without post-compulsory education (%),,8.3
2020,Barcelona,la Nova Esquerra de l'Eixample,foreign population from low or middle income countries (%),,13.2
2020,Barcelona,la Nova Esquerra de l'Eixample,average income per person (€),,19127
2020,Barcelona,Sant Antoni,employed population (%),,63.6
2020,Barcelona,Sant Antoni,low-skilled workers (%),,5.4
2020,Barcelona,Sant Antoni,population with low studies (%),,10.3
2020,Barcelona,Sant Antoni,young population without post-compulsory education (%),,12.7
2020,Barcelona,Sant Antoni,foreign population from low or middle income countries (%),,15.3
2020,Barcelona,Sant Antoni,average income per person (€),,16900
2020,Barcelona,el Poble Sec,employed population (%),,59.4
2020,Barcelona,el Poble Sec,low-skilled workers (%),,9.7
2020,Barcelona,el Poble Sec,population with low studies (%),,13.5
2020,Barcelona,el Poble Sec,young population without post-compulsory education (%),,21.4
2020,Barcelona,el Poble Sec,foreign population from low or middle income countries (%),,22.5
2020,Barcelona,el Poble Sec,average income per person (€),,12513
2020,Barcelona,la Marina del Prat Vermell,employed population (%),,50.7
2020,Barcelona,la Marina del Prat Vermell,low-skilled workers (%),,20.2
2020,Barcelona,la Marina del Prat Vermell,population with low studies (%),,24.8
2020,Barcelona,la Marina del Prat Vermell,young population without post-compulsory education (%),,50.4
2020,Barcelona,la Marina del Prat Vermell,foreign population from low or middle income countries (%),,12.4
2020,Barcelona,la Marina del Prat Vermell,average income per person (€),,11159
2020,Barcelona,la Marina de Port,employed population (%),,61.7
2020,Barcelona,la Marina de Port,low-skilled workers (%),,11.6
2020,Barcelona,la Marina de Port,population with low studies (%),,16
2020,Barcelona,la Marina de Port,young population without post-compulsory education (%),,27.2
2020,Barcelona,la Marina de Port,foreign population from low or middle income countries (%),,15.2
2020,Barcelona,la Marina de Port,average income per person (€),,12970
2020,Barcelona,la Font de la Guatlla,employed population (%),,62.9
2020,Barcelona,la Font de la Guatlla,low-skilled workers (%),,6.3
2020,Barcelona,la Font de la Guatlla,population with low studies (%),,12.7
2020,Barcelona,la Font de la Guatlla,young population without post-compulsory education (%),,13.8
2020,Barcelona,la Font de la Guatlla,foreign population from low or middle income countries (%),,15
2020,Barcelona,la Font de la Guatlla,average income per person (€),,15828
2020,Barcelona,Hostafrancs,employed population (%),,61.8
2020,Barcelona,Hostafrancs,low-skilled workers (%),,6.9
2020,Barcelona,Hostafrancs,population with low studies (%),,11.6
2020,Barcelona,Hostafrancs,young population without post-compulsory education (%),,17.4
2020,Barcelona,Hostafrancs,foreign population from low or middle income countries (%),,18
2020,Barcelona,Hostafrancs,average income per person (€),,14891
2020,Barcelona,la Bordeta,employed population (%),,65.7
2020,Barcelona,la Bordeta,low-skilled workers (%),,7.1
2020,Barcelona,la Bordeta,population with low studies (%),,13.9
2020,Barcelona,la Bordeta,young population without post-compulsory education (%),,16.8
2020,Barcelona,la Bordeta,foreign population from low or middle income countries (%),,11.9
2020,Barcelona,la Bordeta,average income per person (€),,15350
2020,Barcelona,Sants-Badal,employed population (%),,62.8
2020,Barcelona,Sants-Badal,low-skilled workers (%),,8.7
2020,Barcelona,Sants-Badal,population with low studies (%),,13.9
2020,Barcelona,Sants-Badal,young population without post-compulsory education (%),,17.9
2020,Barcelona,Sants-Badal,foreign population from low or middle income countries (%),,16.7
2020,Barcelona,Sants-Badal,average income per person (€),,14779
2020,Barcelona,Sants,employed population (%),,62.1
2020,Barcelona,Sants,low-skilled workers (%),,6.6
2020,Barcelona,Sants,population with low studies (%),,12.7
2020,Barcelona,Sants,young population without post-compulsory education (%),,19.2
2020,Barcelona,Sants,foreign population from low or middle income countries (%),,17.9
2020,Barcelona,Sants,average income per person (€),,16494
2020,Barcelona,les Corts,employed population (%),,65.2
2020,Barcelona,les Corts,low-skilled workers (%),,3.3
2020,Barcelona,les Corts,population with low studies (%),,8
2020,Barcelona,les Corts,young population without post-compulsory education (%),,7.8
2020,Barcelona,les Corts,foreign population from low or middle income countries (%),,8.9
2020,Barcelona,les Corts,average income per person (€),,21684
2020,Barcelona,la Maternitat i Sant Ramon,employed population (%),,65.1
2020,Barcelona,la Maternitat i Sant Ramon,low-skilled workers (%),,3.9
2020,Barcelona,la Maternitat i Sant Ramon,population with low studies (%),,10
2020,Barcelona,la Maternitat i Sant Ramon,young population without post-compulsory education (%),,7.9
2020,Barcelona,la Maternitat i Sant Ramon,foreign population from low or middle income countries (%),,9.5
2020,Barcelona,la Maternitat i Sant Ramon,average income per person (€),,19583
2020,Barcelona,Pedralbes,employed population (%),,60.1
2020,Barcelona,Pedralbes,low-skilled workers (%),,1.6
2020,Barcelona,Pedralbes,population with low studies (%),,4.6
2020,Barcelona,Pedralbes,young population without post-compulsory education (%),,6.4
2020,Barcelona,Pedralbes,foreign population from low or middle income countries (%),,9.2
2020,Barcelona,Pedralbes,average income per person (€),,28830
2020,Barcelona,"Vallvidrera, el Tibidabo i les Planes",employed population (%),,64.3
2020,Barcelona,"Vallvidrera, el Tibidabo i les Planes",low-skilled workers (%),,3.7
2020,Barcelona,"Vallvidrera, el Tibidabo i les Planes",population with low studies (%),,7.1
2020,Barcelona,"Vallvidrera, el Tibidabo i les Planes",young population without post-compulsory education (%),,14.7
2020,Barcelona,"Vallvidrera, el Tibidabo i les Planes",foreign population from low or middle income countries (%),,4.6
2020,Barcelona,"Vallvidrera, el Tibidabo i les Planes",average income per person (€),,19833
2020,Barcelona,Sarrià,employed population (%),,65.6
2020,Barcelona,Sarrià,low-skilled workers (%),,2
2020,Barcelona,Sarrià,population with low studies (%),,5.6
2020,Barcelona,Sarrià,young population without post-compulsory education (%),,5.9
2020,Barcelona,Sarrià,foreign population from low or middle income countries (%),,5.7
2020,Barcelona,Sarrià,average income per person (€),,25735
2020,Barcelona,les Tres Torres,employed population (%),,66.2
2020,Barcelona,les Tres Torres,low-skilled workers (%),,1.7
2020,Barcelona,les Tres Torres,population with low studies (%),,3.5
2020,Barcelona,les Tres Torres,young population without post-compulsory education (%),,5.1
2020,Barcelona,les Tres Torres,foreign population from low or middle income countries (%),,4.4
2020,Barcelona,les Tres Torres,average income per person (€),,30242
2020,Barcelona,Sant Gervasi-la Bonanova,employed population (%),,64.8
2020,Barcelona,Sant Gervasi-la Bonanova,low-skilled workers (%),,2.4
2020,Barcelona,Sant Gervasi-la Bonanova,population with low studies (%),,4.4
2020,Barcelona,Sant Gervasi-la Bonanova,young population without post-compulsory education (%),,6.4
2020,Barcelona,Sant Gervasi-la Bonanova,foreign population from low or middle income countries (%),,7.7
2020,Barcelona,Sant Gervasi-la Bonanova,average income per person (€),,26552
2020,Barcelona,Sant Gervasi-Galvany,employed population (%),,65.3
2020,Barcelona,Sant Gervasi-Galvany,low-skilled workers (%),,2
2020,Barcelona,Sant Gervasi-Galvany,population with low studies (%),,3.8
2020,Barcelona,Sant Gervasi-Galvany,young population without post-compulsory education (%),,4.6
2020,Barcelona,Sant Gervasi-Galvany,foreign population from low or middle income countries (%),,6.3
2020,Barcelona,Sant Gervasi-Galvany,average income per person (€),,26583
2020,Barcelona,el Putxet i el Farró,employed population (%),,66.1
2020,Barcelona,el Putxet i el Farró,low-skilled workers (%),,2.4
2020,Barcelona,el Putxet i el Farró,population with low studies (%),,4.4
2020,Barcelona,el Putxet i el Farró,young population without post-compulsory education (%),,5.7
2020,Barcelona,el Putxet i el Farró,foreign population from low or middle income countries (%),,7.8
2020,Barcelona,el Putxet i el Farró,average income per person (€),,21057
2020,Barcelona,Vallcarca i els Penitents,employed population (%),,67.1
2020,Barcelona,Vallcarca i els Penitents,low-skilled workers (%),,4.3
2020,Barcelona,Vallcarca i els Penitents,population with low studies (%),,8.5
2020,Barcelona,Vallcarca i els Penitents,young population without post-compulsory education (%),,9.9
2020,Barcelona,Vallcarca i els Penitents,foreign population from low or middle income countries (%),,9
2020,Barcelona,Vallcarca i els Penitents,average income per person (€),,19169
2020,Barcelona,el Coll,employed population (%),,64.8
2020,Barcelona,el Coll,low-skilled workers (%),,6.8
2020,Barcelona,el Coll,population with low studies (%),,11.1
2020,Barcelona,el Coll,young population without post-compulsory education (%),,14.9
2020,Barcelona,el Coll,foreign population from low or middle income countries (%),,12.2
2020,Barcelona,el Coll,average income per person (€),,15487
2020,Barcelona,la Salut,employed population (%),,66.1
2020,Barcelona,la Salut,low-skilled workers (%),,4.1
2020,Barcelona,la Salut,population with low studies (%),,8.8
2020,Barcelona,la Salut,young population without post-compulsory education (%),,10.3
2020,Barcelona,la Salut,foreign population from low or middle income countries (%),,8.7
2020,Barcelona,la Salut,average income per person (€),,19071
2020,Barcelona,la Vila de Gràcia,employed population (%),,65
2020,Barcelona,la Vila de Gràcia,low-skilled workers (%),,3.8
2020,Barcelona,la Vila de Gràcia,population with low studies (%),,8.1
2020,Barcelona,la Vila de Gràcia,young population without post-compulsory education (%),,8
2020,Barcelona,la Vila de Gràcia,foreign population from low or middle income countries (%),,9.8
2020,Barcelona,la Vila de Gràcia,average income per person (€),,17917
2020,Barcelona,el Camp d'en Grassot i Gràcia Nova,employed population (%),,65.9
2020,Barcelona,el Camp d'en Grassot i Gràcia Nova,low-skilled workers (%),,3.8
