year,municipality,barcelona neighbourhoods,concept,status,value
2017,Barcelona,la Marina de Port,foreign population from low or middle income countries (%),,12.2
2017,Barcelona,la Marina de Port,average income per person (€),,12021
2017,Barcelona,la Font de la Guatlla,employed population (%),,61.2
2017,Barcelona,la Font de la Guatlla,low-skilled workers (%),,7.9
2017,Barcelona,la Font de la Guatlla,population with low studies (%),.., 
2017,Barcelona,la Font de la Guatlla,young population without post-compulsory education (%),.., 
2017,Barcelona,la Font de la Guatlla,foreign population from low or middle income countries (%),,13
2017,Barcelona,la Font de la Guatlla,average income per person (€),,14685
2017,Barcelona,Hostafrancs,employed population (%),,62.1
2017,Barcelona,Hostafrancs,low-skilled workers (%),,8.6
2017,Barcelona,Hostafrancs,population with low studies (%),.., 
2017,Barcelona,Hostafrancs,young population without post-compulsory education (%),.., 
2017,Barcelona,Hostafrancs,foreign population from low or middle income countries (%),,15.8
2017,Barcelona,Hostafrancs,average income per person (€),,13960
2017,Barcelona,la Bordeta,employed population (%),,64.6
2017,Barcelona,la Bordeta,low-skilled workers (%),,7.7
2017,Barcelona,la Bordeta,population with low studies (%),.., 
2017,Barcelona,la Bordeta,young population without post-compulsory education (%),.., 
2017,Barcelona,la Bordeta,foreign population from low or middle income countries (%),,10.3
2017,Barcelona,la Bordeta,average income per person (€),,14157
2017,Barcelona,Sants-Badal,employed population (%),,63.8
2017,Barcelona,Sants-Badal,low-skilled workers (%),,9.5
2017,Barcelona,Sants-Badal,population with low studies (%),.., 
2017,Barcelona,Sants-Badal,young population without post-compulsory education (%),.., 
2017,Barcelona,Sants-Badal,foreign population from low or middle income countries (%),,14
2017,Barcelona,Sants-Badal,average income per person (€),,13717
2017,Barcelona,Sants,employed population (%),,64.1
2017,Barcelona,Sants,low-skilled workers (%),,7.1
2017,Barcelona,Sants,population with low studies (%),.., 
2017,Barcelona,Sants,young population without post-compulsory education (%),.., 
2017,Barcelona,Sants,foreign population from low or middle income countries (%),,12.1
2017,Barcelona,Sants,average income per person (€),,15292
2017,Barcelona,les Corts,employed population (%),,64.7
2017,Barcelona,les Corts,low-skilled workers (%),,3.6
2017,Barcelona,les Corts,population with low studies (%),.., 
2017,Barcelona,les Corts,young population without post-compulsory education (%),.., 
2017,Barcelona,les Corts,foreign population from low or middle income countries (%),,6.8
2017,Barcelona,les Corts,average income per person (€),,20293
2017,Barcelona,la Maternitat i Sant Ramon,employed population (%),,63.6
2017,Barcelona,la Maternitat i Sant Ramon,low-skilled workers (%),,4
2017,Barcelona,la Maternitat i Sant Ramon,population with low studies (%),.., 
2017,Barcelona,la Maternitat i Sant Ramon,young population without post-compulsory education (%),.., 
2017,Barcelona,la Maternitat i Sant Ramon,foreign population from low or middle income countries (%),,7.9
2017,Barcelona,la Maternitat i Sant Ramon,average income per person (€),,18396
2017,Barcelona,Pedralbes,employed population (%),,59
2017,Barcelona,Pedralbes,low-skilled workers (%),,2.5
2017,Barcelona,Pedralbes,population with low studies (%),.., 
2017,Barcelona,Pedralbes,young population without post-compulsory education (%),.., 
2017,Barcelona,Pedralbes,foreign population from low or middle income countries (%),,7.7
2017,Barcelona,Pedralbes,average income per person (€),,27105
2017,Barcelona,"Vallvidrera, el Tibidabo i les Planes",employed population (%),,63.3
2017,Barcelona,"Vallvidrera, el Tibidabo i les Planes",low-skilled workers (%),,5.3
2017,Barcelona,"Vallvidrera, el Tibidabo i les Planes",population with low studies (%),.., 
2017,Barcelona,"Vallvidrera, el Tibidabo i les Planes",young population without post-compulsory education (%),.., 
2017,Barcelona,"Vallvidrera, el Tibidabo i les Planes",foreign population from low or middle income countries (%),,4.2
2017,Barcelona,"Vallvidrera, el Tibidabo i les Planes",average income per person (€),,18681
2017,Barcelona,Sarrià,employed population (%),,64.7
2017,Barcelona,Sarrià,low-skilled workers (%),,2.4
2017,Barcelona,Sarrià,population with low studies (%),.., 
2017,Barcelona,Sarrià,young population without post-compulsory education (%),.., 
2017,Barcelona,Sarrià,foreign population from low or middle income countries (%),,4.3
2017,Barcelona,Sarrià,average income per person (€),,24240
2017,Barcelona,les Tres Torres,employed population (%),,65.2
2017,Barcelona,les Tres Torres,low-skilled workers (%),,2.1
2017,Barcelona,les Tres Torres,population with low studies (%),.., 
2017,Barcelona,les Tres Torres,young population without post-compulsory education (%),.., 
2017,Barcelona,les Tres Torres,foreign population from low or middle income countries (%),,3.6
2017,Barcelona,les Tres Torres,average income per person (€),,28410
2017,Barcelona,Sant Gervasi-la Bonanova,employed population (%),,63.9
2017,Barcelona,Sant Gervasi-la Bonanova,low-skilled workers (%),,2.7
2017,Barcelona,Sant Gervasi-la Bonanova,population with low studies (%),.., 
2017,Barcelona,Sant Gervasi-la Bonanova,young population without post-compulsory education (%),.., 
2017,Barcelona,Sant Gervasi-la Bonanova,foreign population from low or middle income countries (%),,6.3
2017,Barcelona,Sant Gervasi-la Bonanova,average income per person (€),,25101
2017,Barcelona,Sant Gervasi-Galvany,employed population (%),,64.7
2017,Barcelona,Sant Gervasi-Galvany,low-skilled workers (%),,2.5
2017,Barcelona,Sant Gervasi-Galvany,population with low studies (%),.., 
2017,Barcelona,Sant Gervasi-Galvany,young population without post-compulsory education (%),.., 
2017,Barcelona,Sant Gervasi-Galvany,foreign population from low or middle income countries (%),,5.5
2017,Barcelona,Sant Gervasi-Galvany,average income per person (€),,25505
2017,Barcelona,el Putxet i el Farró,employed population (%),,65.8
2017,Barcelona,el Putxet i el Farró,low-skilled workers (%),,2.9
2017,Barcelona,el Putxet i el Farró,population with low studies (%),.., 
2017,Barcelona,el Putxet i el Farró,young population without post-compulsory education (%),.., 
2017,Barcelona,el Putxet i el Farró,foreign population from low or middle income countries (%),,6.3
2017,Barcelona,el Putxet i el Farró,average income per person (€),,20811
2017,Barcelona,Vallcarca i els Penitents,employed population (%),,66.6
2017,Barcelona,Vallcarca i els Penitents,low-skilled workers (%),,4.9
2017,Barcelona,Vallcarca i els Penitents,population with low studies (%),.., 
2017,Barcelona,Vallcarca i els Penitents,young population without post-compulsory education (%),.., 
2017,Barcelona,Vallcarca i els Penitents,foreign population from low or middle income countries (%),,7.4
2017,Barcelona,Vallcarca i els Penitents,average income per person (€),,18095
2017,Barcelona,el Coll,employed population (%),,65.8
2017,Barcelona,el Coll,low-skilled workers (%),,7.3
2017,Barcelona,el Coll,population with low studies (%),.., 
2017,Barcelona,el Coll,young population without post-compulsory education (%),.., 
2017,Barcelona,el Coll,foreign population from low or middle income countries (%),,8.9
2017,Barcelona,el Coll,average income per person (€),,14331
2017,Barcelona,la Salut,employed population (%),,65.7
2017,Barcelona,la Salut,low-skilled workers (%),,4.6
2017,Barcelona,la Salut,population with low studies (%),.., 
2017,Barcelona,la Salut,young population without post-compulsory education (%),.., 
2017,Barcelona,la Salut,foreign population from low or middle income countries (%),,7
2017,Barcelona,la Salut,average income per person (€),,17804
2017,Barcelona,la Vila de Gràcia,employed population (%),,63.5
2017,Barcelona,la Vila de Gràcia,low-skilled workers (%),,4.5
2017,Barcelona,la Vila de Gràcia,population with low studies (%),.., 
2017,Barcelona,la Vila de Gràcia,young population without post-compulsory education (%),.., 
2017,Barcelona,la Vila de Gràcia,foreign population from low or middle income countries (%),,8.7
2017,Barcelona,la Vila de Gràcia,average income per person (€),,16297
2017,Barcelona,el Camp d'en Grassot i Gràcia Nova,employed population (%),,66.3
2017,Barcelona,el Camp d'en Grassot i Gràcia Nova,low-skilled workers (%),,4.3
2017,Barcelona,el Camp d'en Grassot i Gràcia Nova,population with low studies (%),.., 
2017,Barcelona,el Camp d'en Grassot i Gràcia Nova,young population without post-compulsory education (%),.., 
2017,Barcelona,el Camp d'en Grassot i Gràcia Nova,foreign population from low or middle income countries (%),,7.4
2017,Barcelona,el Camp d'en Grassot i Gràcia Nova,average income per person (€),,17574
2017,Barcelona,el Baix Guinardó,employed population (%),,65.3
2017,Barcelona,el Baix Guinardó,low-skilled workers (%),,5.8
2017,Barcelona,el Baix Guinardó,population with low studies (%),.., 
2017,Barcelona,el Baix Guinardó,young population without post-compulsory education (%),.., 
2017,Barcelona,el Baix Guinardó,foreign population from low or middle income countries (%),,9
2017,Barcelona,el Baix Guinardó,average income per person (€),,15253
2017,Barcelona,Can Baró,employed population (%),,64.2
2017,Barcelona,Can Baró,low-skilled workers (%),,8.7
2017,Barcelona,Can Baró,population with low studies (%),.., 
2017,Barcelona,Can Baró,young population without post-compulsory education (%),.., 
2017,Barcelona,Can Baró,foreign population from low or middle income countries (%),,9.1
2017,Barcelona,Can Baró,average income per person (€),,14127
2017,Barcelona,el Guinardó,employed population (%),,66
2017,Barcelona,el Guinardó,low-skilled workers (%),,7.5
2017,Barcelona,el Guinardó,population with low studies (%),.., 
2017,Barcelona,el Guinardó,young population without post-compulsory education (%),.., 
2017,Barcelona,el Guinardó,foreign population from low or middle income countries (%),,10
2017,Barcelona,el Guinardó,average income per person (€),,14870
2017,Barcelona,la Font d'en Fargues,employed population (%),,69
2017,Barcelona,la Font d'en Fargues,low-skilled workers (%),,5
2017,Barcelona,la Font d'en Fargues,population with low studies (%),.., 
2017,Barcelona,la Font d'en Fargues,young population without post-compulsory education (%),.., 
2017,Barcelona,la Font d'en Fargues,foreign population from low or middle income countries (%),,3.6
2017,Barcelona,la Font d'en Fargues,average income per person (€),,17530
2017,Barcelona,el Carmel,employed population (%),,64.3
2017,Barcelona,el Carmel,low-skilled workers (%),,14.4
2017,Barcelona,el Carmel,population with low studies (%),.., 
2017,Barcelona,el Carmel,young population without post-compulsory education (%),.., 
2017,Barcelona,el Carmel,foreign population from low or middle income countries (%),,11.5
2017,Barcelona,el Carmel,average income per person (€),,10943
2017,Barcelona,la Teixonera,employed population (%),,65
2017,Barcelona,la Teixonera,low-skilled workers (%),,11.5
2017,Barcelona,la Teixonera,population with low studies (%),.., 
2017,Barcelona,la Teixonera,young population without post-compulsory education (%),.., 
2017,Barcelona,la Teixonera,foreign population from low or middle income countries (%),,10.9
2017,Barcelona,la Teixonera,average income per person (€),,12190
2017,Barcelona,Sant Genís dels Agudells,employed population (%),,65.2
2017,Barcelona,Sant Genís dels Agudells,low-skilled workers (%),,10.5
2017,Barcelona,Sant Genís dels Agudells,population with low studies (%),.., 
2017,Barcelona,Sant Genís dels Agudells,young population without post-compulsory education (%),.., 
2017,Barcelona,Sant Genís dels Agudells,foreign population from low or middle income countries (%),,10.1
2017,Barcelona,Sant Genís dels Agudells,average income per person (€),,13112
2017,Barcelona,Montbau,employed population (%),,64.7
2017,Barcelona,Montbau,low-skilled workers (%),,6.4
2017,Barcelona,Montbau,population with low studies (%),.., 
2017,Barcelona,Montbau,young population without post-compulsory education (%),.., 
2017,Barcelona,Montbau,foreign population from low or middle income countries (%),,8.2
2017,Barcelona,Montbau,average income per person (€),,14019
2017,Barcelona,la Vall d'Hebron,employed population (%),,68.6
2017,Barcelona,la Vall d'Hebron,low-skilled workers (%),,4.3
2017,Barcelona,la Vall d'Hebron,population with low studies (%),.., 
2017,Barcelona,la Vall d'Hebron,young population without post-compulsory education (%),.., 
2017,Barcelona,la Vall d'Hebron,foreign population from low or middle income countries (%),,6.7
2017,Barcelona,la Vall d'Hebron,average income per person (€),,16526
2017,Barcelona,la Clota,employed population (%),,72.2
2017,Barcelona,la Clota,low-skilled workers (%),,9.7
2017,Barcelona,la Clota,population with low studies (%),.., 
2017,Barcelona,la Clota,young population without post-compulsory education (%),.., 
2017,Barcelona,la Clota,foreign population from low or middle income countries (%),,8.7
2017,Barcelona,la Clota,average income per person (€),,13146
2017,Barcelona,Horta,employed population (%),,65.2
2017,Barcelona,Horta,low-skilled workers (%),,8.6
2017,Barcelona,Horta,population with low studies (%),.., 
2017,Barcelona,Horta,young population without post-compulsory education (%),.., 
2017,Barcelona,Horta,foreign population from low or middle income countries (%),,8.7
2017,Barcelona,Horta,average income per person (€),,14468
2017,Barcelona,Vilapicina i la Torre Llobeta,employed population (%),,65.5
2017,Barcelona,Vilapicina i la Torre Llobeta,low-skilled workers (%),,9.3
2017,Barcelona,Vilapicina i la Torre Llobeta,population with low studies (%),.., 
2017,Barcelona,Vilapicina i la Torre Llobeta,young population without post-compulsory education (%),.., 
2017,Barcelona,Vilapicina i la Torre Llobeta,foreign population from low or middle income countries (%),,11.2
2017,Barcelona,Vilapicina i la Torre Llobeta,average income per person (€),,13726
2017,Barcelona,Porta,employed population (%),,63.7
2017,Barcelona,Porta,low-skilled workers (%),,11.6
2017,Barcelona,Porta,population with low studies (%),.., 
2017,Barcelona,Porta,young population without post-compulsory education (%),.., 
2017,Barcelona,Porta,foreign population from low or middle income countries (%),,13.4
2017,Barcelona,Porta,average income per person (€),,12376
2017,Barcelona,el Turó de la Peira,employed population (%),,60.7
2017,Barcelona,el Turó de la Peira,low-skilled workers (%),,18.1
2017,Barcelona,el Turó de la Peira,population with low studies (%),.., 
2017,Barcelona,el Turó de la Peira,young population without post-compulsory education (%),.., 
2017,Barcelona,el Turó de la Peira,foreign population from low or middle income countries (%),,19.6
2017,Barcelona,el Turó de la Peira,average income per person (€),,10272
2017,Barcelona,Can Peguera,employed population (%),,52.7
2017,Barcelona,Can Peguera,low-skilled workers (%),,19.6
2017,Barcelona,Can Peguera,population with low studies (%),.., 
2017,Barcelona,Can Peguera,young population without post-compulsory education (%),.., 
2017,Barcelona,Can Peguera,foreign population from low or middle income countries (%),,6.2
2017,Barcelona,Can Peguera,average income per person (€),,9596
2017,Barcelona,la Guineueta,employed population (%),,66
2017,Barcelona,la Guineueta,low-skilled workers (%),,9
2017,Barcelona,la Guineueta,population with low studies (%),.., 
2017,Barcelona,la Guineueta,young population without post-compulsory education (%),.., 
2017,Barcelona,la Guineueta,foreign population from low or middle income countries (%),,6.6
2017,Barcelona,la Guineueta,average income per person (€),,13922
2017,Barcelona,Canyelles,employed population (%),,63.8
2017,Barcelona,Canyelles,low-skilled workers (%),,14.5
2017,Barcelona,Canyelles,population with low studies (%),.., 
2017,Barcelona,Canyelles,young population without post-compulsory education (%),.., 
2017,Barcelona,Canyelles,foreign population from low or middle income countries (%),,3.8
2017,Barcelona,Canyelles,average income per person (€),,12788
2017,Barcelona,les Roquetes,employed population (%),,58.2
2017,Barcelona,les Roquetes,low-skilled workers (%),,22.7
2017,Barcelona,les Roquetes,population with low studies (%),.., 
2017,Barcelona,les Roquetes,young population without post-compulsory education (%),.., 
2017,Barcelona,les Roquetes,foreign population from low or middle income countries (%),,18.9
2017,Barcelona,les Roquetes,average income per person (€),,9528
2017,Barcelona,Verdun,employed population (%),,60.4
2017,Barcelona,Verdun,low-skilled workers (%),,17.3
2017,Barcelona,Verdun,population with low studies (%),.., 
2017,Barcelona,Verdun,young population without post-compulsory education (%),.., 
2017,Barcelona,Verdun,foreign population from low or middle income countries (%),,17
2017,Barcelona,Verdun,average income per person (€),,10226
2017,Barcelona,la Prosperitat,employed population (%),,64
2017,Barcelona,la Prosperitat,low-skilled workers (%),,14.4
2017,Barcelona,la Prosperitat,population with low studies (%),.., 
2017,Barcelona,la Prosperitat,young population without post-compulsory education (%),.., 
2017,Barcelona,la Prosperitat,foreign population from low or middle income countries (%),,13.4
2017,Barcelona,la Prosperitat,average income per person (€),,11315
2017,Barcelona,la Trinitat Nova,employed population (%),,54.7
2017,Barcelona,la Trinitat Nova,low-skilled workers (%),,22.4
2017,Barcelona,la Trinitat Nova,population with low studies (%),.., 
2017,Barcelona,la Trinitat Nova,young population without post-compulsory education (%),.., 
2017,Barcelona,la Trinitat Nova,foreign population from low or middle income countries (%),,17.6
2017,Barcelona,la Trinitat Nova,average income per person (€),,8903
2017,Barcelona,Torre Baró,employed population (%),,51.9
2017,Barcelona,Torre Baró,low-skilled workers (%),,24.3
2017,Barcelona,Torre Baró,population with low studies (%),.., 
2017,Barcelona,Torre Baró,young population without post-compulsory education (%),.., 
2017,Barcelona,Torre Baró,foreign population from low or middle income countries (%),,15.6
2017,Barcelona,Torre Baró,average income per person (€),,8141
2017,Barcelona,Ciutat Meridiana,employed population (%),,52.9
2017,Barcelona,Ciutat Meridiana,low-skilled workers (%),,26.9
2017,Barcelona,Ciutat Meridiana,population with low studies (%),.., 
2017,Barcelona,Ciutat Meridiana,young population without post-compulsory education (%),.., 
2017,Barcelona,Ciutat Meridiana,foreign population from low or middle income countries (%),,27.3
2017,Barcelona,Ciutat Meridiana,average income per person (€),,7770
2017,Barcelona,Vallbona,employed population (%),,54.9
2017,Barcelona,Vallbona,low-skilled workers (%),,21.2
2017,Barcelona,Vallbona,population with low studies (%),.., 
2017,Barcelona,Vallbona,young population without post-compulsory education (%),.., 
2017,Barcelona,Vallbona,foreign population from low or middle income countries (%),,10.5
2017,Barcelona,Vallbona,average income per person (€),,8556
2017,Barcelona,la Trinitat Vella,employed population (%),,56.7
2017,Barcelona,la Trinitat Vella,low-skilled workers (%),,22.8
2017,Barcelona,la Trinitat Vella,population with low studies (%),.., 
2017,Barcelona,la Trinitat Vella,young population without post-compulsory education (%),.., 
2017,Barcelona,la Trinitat Vella,foreign population from low or middle income countries (%),,26.5
2017,Barcelona,la Trinitat Vella,average income per person (€),,8795
2017,Barcelona,Baró de Viver,employed population (%),,51.2
2017,Barcelona,Baró de Viver,low-skilled workers (%),,24.5
2017,Barcelona,Baró de Viver,population with low studies (%),.., 
2017,Barcelona,Baró de Viver,young population without post-compulsory education (%),.., 
2017,Barcelona,Baró de Viver,foreign population from low or middle income countries (%),,10.7
2017,Barcelona,Baró de Viver,average income per person (€),,8665
2017,Barcelona,el Bon Pastor,employed population (%),,61.2
2017,Barcelona,el Bon Pastor,low-skilled workers (%),,15.1
2017,Barcelona,el Bon Pastor,population with low studies (%),.., 
2017,Barcelona,el Bon Pastor,young population without post-compulsory education (%),.., 
2017,Barcelona,el Bon Pastor,foreign population from low or middle income countries (%),,11.8
2017,Barcelona,el Bon Pastor,average income per person (€),,11140
2017,Barcelona,Sant Andreu,employed population (%),,68.3
2017,Barcelona,Sant Andreu,low-skilled workers (%),,6.6
2017,Barcelona,Sant Andreu,population with low studies (%),.., 
2017,Barcelona,Sant Andreu,young population without post-compulsory education (%),.., 
2017,Barcelona,Sant Andreu,foreign population from low or middle income countries (%),,6
2017,Barcelona,Sant Andreu,average income per person (€),,14985
2017,Barcelona,la Sagrera,employed population (%),,65.8
2017,Barcelona,la Sagrera,low-skilled workers (%),,8.8
2017,Barcelona,la Sagrera,population with low studies (%),.., 
2017,Barcelona,la Sagrera,young population without post-compulsory education (%),.., 
2017,Barcelona,la Sagrera,foreign population from low or middle income countries (%),,10.1
2017,Barcelona,la Sagrera,average income per person (€),,14149
2017,Barcelona,el Congrés i els Indians,employed population (%),,66.4
2017,Barcelona,el Congrés i els Indians,low-skilled workers (%),,8.5
2017,Barcelona,el Congrés i els Indians,population with low studies (%),.., 
2017,Barcelona,el Congrés i els Indians,young population without post-compulsory education (%),.., 
2017,Barcelona,el Congrés i els Indians,foreign population from low or middle income countries (%),,10.8
2017,Barcelona,el Congrés i els Indians,average income per person (€),,14032
2017,Barcelona,Navas,employed population (%),,66.1
2017,Barcelona,Navas,low-skilled workers (%),,8.6
2017,Barcelona,Navas,population with low studies (%),.., 
2017,Barcelona,Navas,young population without post-compulsory education (%),.., 
2017,Barcelona,Navas,foreign population from low or middle income countries (%),,11.2
2017,Barcelona,Navas,average income per person (€),,14373
2017,Barcelona,el Camp de l'Arpa del Clot,employed population (%),,65
2017,Barcelona,el Camp de l'Arpa del Clot,low-skilled workers (%),,6.9
2017,Barcelona,el Camp de l'Arpa del Clot,population with low studies (%),.., 
2017,Barcelona,el Camp de l'Arpa del Clot,young population without post-compulsory education (%),.., 
2017,Barcelona,el Camp de l'Arpa del Clot,foreign population from low or middle income countries (%),,11.4
2017,Barcelona,el Camp de l'Arpa del Clot,average income per person (€),,14871
2017,Barcelona,el Clot,employed population (%),,65.3
2017,Barcelona,el Clot,low-skilled workers (%),,7.2
2017,Barcelona,el Clot,population with low studies (%),.., 
2017,Barcelona,el Clot,young population without post-compulsory education (%),.., 
2017,Barcelona,el Clot,foreign population from low or middle income countries (%),,10.1
2017,Barcelona,el Clot,average income per person (€),,14433
2017,Barcelona,el Parc i la Llacuna del Poblenou,employed population (%),,61.6
2017,Barcelona,el Parc i la Llacuna del Poblenou,low-skilled workers (%),,5.5
2017,Barcelona,el Parc i la Llacuna del Poblenou,population with low studies (%),.., 
2017,Barcelona,el Parc i la Llacuna del Poblenou,young population without post-compulsory education (%),.., 
2017,Barcelona,el Parc i la Llacuna del Poblenou,foreign population from low or middle income countries (%),,12.2
2017,Barcelona,el Parc i la Llacuna del Poblenou,average income per person (€),,15252
2017,Barcelona,la Vila Olímpica del Poblenou,employed population (%),,63.8
2017,Barcelona,la Vila Olímpica del Poblenou,low-skilled workers (%),,1.9
2017,Barcelona,la Vila Olímpica del Poblenou,population with low studies (%),.., 
2017,Barcelona,la Vila Olímpica del Poblenou,young population without post-compulsory education (%),.., 
2017,Barcelona,la Vila Olímpica del Poblenou,foreign population from low or middle income countries (%),,5.9
2017,Barcelona,la Vila Olímpica del Poblenou,average income per person (€),,22242
2017,Barcelona,el Poblenou,employed population (%),,67.1
2017,Barcelona,el Poblenou,low-skilled workers (%),,5.6
2017,Barcelona,el Poblenou,population with low studies (%),.., 
2017,Barcelona,el Poblenou,young population without post-compulsory education (%),.., 
2017,Barcelona,el Poblenou,foreign population from low or middle income countries (%),,8.7
2017,Barcelona,el Poblenou,average income per person (€),,15416
2017,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,employed population (%),,66.6
2017,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,low-skilled workers (%),,3.7
2017,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,population with low studies (%),.., 
2017,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,young population without post-compulsory education (%),.., 
2017,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,foreign population from low or middle income countries (%),,9.8
2017,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,average income per person (€),,17323
2017,Barcelona,el Besòs i el Maresme,employed population (%),,55.1
2017,Barcelona,el Besòs i el Maresme,low-skilled workers (%),,18.5
2017,Barcelona,el Besòs i el Maresme,population with low studies (%),.., 
2017,Barcelona,el Besòs i el Maresme,young population without post-compulsory education (%),.., 
2017,Barcelona,el Besòs i el Maresme,foreign population from low or middle income countries (%),,23.9
2017,Barcelona,el Besòs i el Maresme,average income per person (€),,9606
2017,Barcelona,Provençals del Poblenou,employed population (%),,65.6
2017,Barcelona,Provençals del Poblenou,low-skilled workers (%),,8.3
2017,Barcelona,Provençals del Poblenou,population with low studies (%),.., 
2017,Barcelona,Provençals del Poblenou,young population without post-compulsory education (%),.., 
2017,Barcelona,Provençals del Poblenou,foreign population from low or middle income countries (%),,9.6
2017,Barcelona,Provençals del Poblenou,average income per person (€),,14039
2017,Barcelona,Sant Martí de Provençals,employed population (%),,64.5
2017,Barcelona,Sant Martí de Provençals,low-skilled workers (%),,9.2
2017,Barcelona,Sant Martí de Provençals,population with low studies (%),.., 
2017,Barcelona,Sant Martí de Provençals,young population without post-compulsory education (%),.., 
2017,Barcelona,Sant Martí de Provençals,foreign population from low or middle income countries (%),,9.6
2017,Barcelona,Sant Martí de Provençals,average income per person (€),,13422
2017,Barcelona,la Verneda i la Pau,employed population (%),,62.4
2017,Barcelona,la Verneda i la Pau,low-skilled workers (%),,12
2017,Barcelona,la Verneda i la Pau,population with low studies (%),.., 
2017,Barcelona,la Verneda i la Pau,young population without post-compulsory education (%),.., 
2017,Barcelona,la Verneda i la Pau,foreign population from low or middle income countries (%),,9.9
2017,Barcelona,la Verneda i la Pau,average income per person (€),,12120
2017,Barcelona,total,employed population (%),,63
2017,Barcelona,total,low-skilled workers (%),,8.1
2017,Barcelona,total,population with low studies (%),.., 
2017,Barcelona,total,young population without post-compulsory education (%),.., 
2017,Barcelona,total,foreign population from low or middle income countries (%),,11.8
2017,Barcelona,total,average income per person (€),,15755
2018,Barcelona,el Raval,employed population (%),,56.5
2018,Barcelona,el Raval,low-skilled workers (%),,15
2018,Barcelona,el Raval,population with low studies (%),,18.8
2018,Barcelona,el Raval,young population without post-compulsory education (%),,34.5
2018,Barcelona,el Raval,foreign population from low or middle income countries (%),,38.7
2018,Barcelona,el Raval,average income per person (€),,9313
2018,Barcelona,el Barri Gòtic,employed population (%),,50.6
2018,Barcelona,el Barri Gòtic,low-skilled workers (%),,10
2018,Barcelona,el Barri Gòtic,population with low studies (%),,14.4
2018,Barcelona,el Barri Gòtic,young population without post-compulsory education (%),,22.3
2018,Barcelona,el Barri Gòtic,foreign population from low or middle income countries (%),,27.5
2018,Barcelona,el Barri Gòtic,average income per person (€),,12078
2018,Barcelona,la Barceloneta,employed population (%),,57.1
2018,Barcelona,la Barceloneta,low-skilled workers (%),,10.5
2018,Barcelona,la Barceloneta,population with low studies (%),,16.9
2018,Barcelona,la Barceloneta,young population without post-compulsory education (%),,19.2
2018,Barcelona,la Barceloneta,foreign population from low or middle income countries (%),,17.2
2018,Barcelona,la Barceloneta,average income per person (€),,12015
2018,Barcelona,"Sant Pere, Santa Caterina i la Ribera",employed population (%),,57.6
2018,Barcelona,"Sant Pere, Santa Caterina i la Ribera",low-skilled workers (%),,8.4
2018,Barcelona,"Sant Pere, Santa Caterina i la Ribera",population with low studies (%),,12
2018,Barcelona,"Sant Pere, Santa Caterina i la Ribera",young population without post-compulsory education (%),,15.5
2018,Barcelona,"Sant Pere, Santa Caterina i la Ribera",foreign population from low or middle income countries (%),,19.7
2018,Barcelona,"Sant Pere, Santa Caterina i la Ribera",average income per person (€),,13380
2018,Barcelona,el Fort Pienc,employed population (%),,64.3
2018,Barcelona,el Fort Pienc,low-skilled workers (%),,5.4
2018,Barcelona,el Fort Pienc,population with low studies (%),,10.1
2018,Barcelona,el Fort Pienc,young population without post-compulsory education (%),,12.4
2018,Barcelona,el Fort Pienc,foreign population from low or middle income countries (%),,13.5
2018,Barcelona,el Fort Pienc,average income per person (€),,16938
2018,Barcelona,la Sagrada Família,employed population (%),,65.4
2018,Barcelona,la Sagrada Família,low-skilled workers (%),,5.6
2018,Barcelona,la Sagrada Família,population with low studies (%),,11.6
2018,Barcelona,la Sagrada Família,young population without post-compulsory education (%),,11.9
2018,Barcelona,la Sagrada Família,foreign population from low or middle income countries (%),,12.9
2018,Barcelona,la Sagrada Família,average income per person (€),,16650
2018,Barcelona,la Dreta de l'Eixample,employed population (%),,63.5
2018,Barcelona,la Dreta de l'Eixample,low-skilled workers (%),,3
2018,Barcelona,la Dreta de l'Eixample,population with low studies (%),,6.7
2018,Barcelona,la Dreta de l'Eixample,young population without post-compulsory education (%),,6.7
2018,Barcelona,la Dreta de l'Eixample,foreign population from low or middle income countries (%),,9.3
2018,Barcelona,la Dreta de l'Eixample,average income per person (€),,21661
2018,Barcelona,l'Antiga Esquerra de l'Eixample,employed population (%),,63.5
2018,Barcelona,l'Antiga Esquerra de l'Eixample,low-skilled workers (%),,3.8
2018,Barcelona,l'Antiga Esquerra de l'Eixample,population with low studies (%),,7.6
2018,Barcelona,l'Antiga Esquerra de l'Eixample,young population without post-compulsory education (%),,8.6
2018,Barcelona,l'Antiga Esquerra de l'Eixample,foreign population from low or middle income countries (%),,11.4
2018,Barcelona,l'Antiga Esquerra de l'Eixample,average income per person (€),,20152
2018,Barcelona,la Nova Esquerra de l'Eixample,employed population (%),,65.5
2018,Barcelona,la Nova Esquerra de l'Eixample,low-skilled workers (%),,4.8
2018,Barcelona,la Nova Esquerra de l'Eixample,population with low studies (%),,9.1
2018,Barcelona,la Nova Esquerra de l'Eixample,young population without post-compulsory education (%),,10.2
2018,Barcelona,la Nova Esquerra de l'Eixample,foreign population from low or middle income countries (%),,11.5
2018,Barcelona,la Nova Esquerra de l'Eixample,average income per person (€),,18595
